# BEAST v10.5.0
# Generated Thu Apr 09 12:59:51 CEST 2026 [seed=1775732390055]
# Binome_6.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.ucld.mean	default.ucld.stdev	location.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	location.meanRate	location.rates.CHN.KHM	location.rates.CHN.LAO	location.rates.CHN.THA	location.rates.CHN.VNM	location.rates.KHM.LAO	location.rates.KHM.THA	location.rates.KHM.VNM	location.rates.LAO.THA	location.rates.LAO.VNM	location.rates.THA.VNM	location.indicators.CHN.KHM	location.indicators.CHN.LAO	location.indicators.CHN.THA	location.indicators.CHN.VNM	location.indicators.KHM.LAO	location.indicators.KHM.THA	location.indicators.KHM.VNM	location.indicators.LAO.THA	location.indicators.LAO.VNM	location.indicators.THA.VNM	location.nonZeroRates	default.treeLikelihood	default.branchRates	location.branchRates	location.treeLikelihood	coalescent
62600000	-112488.44811134534	-3818.8420539932854	-108669.60605735205	0.24583617482631653	2023.3158076607901	17.21695978807327	5.02352033651079	0.9707788294749681	0.25028549652425885	0.25757679781793996	0.2442981797101728	0.24783952594762862	0.5546710391391079	0.1760250844218377	0.05869615863244877	0.0380552597693012	1.610486624962884	0.054289724339986925	0.6157153210716797	0.03684670216323268	1.6104866249628844	0.4133997357339599	0.14736835652819685	0.3152564167718461	0.4642000650327317	0.3062982803133347	0.19420410571388724	1.3172764921642137	2.064509146746769	0.9501534097840234	1.0845225395589924	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108375.11363057293	-3136.17843910797	0.0	-294.4924267791264	-638.3410123648097
62700000	-112500.86570362143	-3839.467190558716	-108661.39851306271	0.2499765140783786	2023.3116673215382	18.079121411086305	4.804519208898218	0.9939785765458341	0.2545469153178082	0.24726465089435168	0.24663411873743973	0.25155431505040066	0.545240960940364	0.17648329504797033	0.0552467297156632	0.037286228392673544	1.6582114803430348	0.051710925573183894	0.6361100333837614	0.03763116052224519	1.6582114803430354	0.18237398205205055	0.24287689843679902	0.23343317908039246	1.1231413545089244	0.5365798860710074	0.49407603681250506	1.5262442073082703	0.23715656223877388	0.4117419527214239	1.4893890469483786	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-108374.60268131828	-3136.17843910797	0.0	-286.79583174442115	-651.7419548146297
62800000	-112469.65661138111	-3851.00291203289	-108618.65369934823	0.23583180284367572	2023.3258120327728	18.43954404918574	5.286556849464078	0.9580527032938967	0.25373337658108835	0.24482339692238525	0.24586787437320676	0.25557535212332005	0.49920535833407764	0.03006553184572587	0.05112680658485383	0.03342529659614861	1.8990378508752077	0.04859125307897137	0.6359360718566226	-0.03574904839704462	1.8990378508752113	0.19622111143096888	0.07523217203713892	0.4344878166871296	0.691922457618214	0.43095610395861655	0.3575269522215852	1.2833191523994976	0.036103317659241047	0.5145404486578126	1.2311681990307606	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108335.22319427096	-3136.17843910797	0.0	-283.4305050772619	-663.6661268147162
62900000	-112517.00117734382	-3874.194133728052	-108642.80704361576	0.23261511839804475	2023.3290287172183	19.19278108962408	5.0357858970953036	1.0065191966887512	0.2536106599630625	0.24597010153184687	0.24638336491494586	0.25403587359014507	0.6060187622024233	0.3318495392873952	0.052587991912169535	0.031149273555795588	2.046690976792798	0.05071406560431091	0.5593964986183183	0.022170723526224033	2.0466909767928003	0.7339500083861619	0.7650956691364048	0.736234059838398	1.9949950973001573	0.7333797063055598	1.0269207686538788	2.148427552245503	0.23292961757850805	1.2189794862659173	1.9163571472136425	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108363.85129025736	-3136.17843910797	0.0	-278.9557533583951	-676.0840202768478
63000000	-112489.36875798472	-3849.57388521188	-108639.79487277284	0.2734070722855529	2023.2882367633308	18.256362867818616	5.546509248977658	0.979264192212144	0.2579763196502425	0.2449868382073774	0.24663299001980576	0.2504038521225745	0.5409804827556318	0.1835060157586664	0.05366717519616419	0.03365115990036124	1.935575689854104	0.05156767985695049	0.6060745914532157	0.08643424719656823	1.9355756898541043	0.7802135471732599	0.5257411832624616	0.9714557295545488	1.300837212931155	0.5540774032898662	0.43110748232304147	0.9173013742565087	0.07637790193519957	0.419988459860361	1.6299739409621397	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108354.75515963142	-3136.17843910797	0.0	-285.0397131414271	-659.3416743824843
63100000	-112513.57126024076	-3847.6795720275463	-108665.89168821322	0.24063321436084342	2023.3210106212557	18.54922762699636	5.752524844728309	0.9644942017292549	0.2556552223000186	0.2525799355511105	0.24234060318194597	0.2494242389669253	0.5565144444749077	0.21649213673281797	0.05204621762827411	0.033350807912123276	1.359251458816884	0.052157199864210316	0.6140947589786103	0.03005004490541826	1.3592514588168854	0.1579804672663619	1.035231026661663	0.4707851419062023	1.2277332500103548	0.6418328750359187	0.9150320233599248	1.8033221749452781	0.3307745849865771	0.7530519700762857	1.852063176699353	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108372.64380250247	-3136.17843910797	0.0	-293.24788571075624	-664.1749070805861
63200000	-112493.39197013178	-3853.346076385774	-108640.045893746	0.24532986675734036	2023.316313968859	18.61173201482221	5.102279577508263	0.9742756272607309	0.25252664536977243	0.24792942263433218	0.2458767862826726	0.2536671457132231	0.5357594834222146	0.11998134558434236	0.04994426428682516	0.03346571200433033	1.6686088906294947	0.04917055362833293	0.6399607042540637	0.05484073997281891	1.668608890629497	0.5647097558596876	0.7697300090295708	0.2511386340673439	1.0922233476365375	0.35372739416941534	0.21488261045496296	2.365828435937623	0.41753520329446797	0.7661954402249121	1.9874446343802685	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108354.07692513593	-3136.17843910797	0.0	-285.96896861007934	-664.5186971651857
63300000	-112441.95532126557	-3822.6147117038213	-108619.34060956175	0.2283230412796464	2023.3333207943367	17.158939496637252	4.52822776852345	1.0106437473099878	0.25410267664067254	0.24794646614757498	0.24332711113280453	0.2546237460789482	0.492554826819322	0.0920689005007573	0.05629313415183411	0.039668281492231235	2.031801169818003	0.05335334033918262	0.7047800884848936	0.04324576486899731	2.0318011698180003	0.3698866835992116	0.1469576258035335	0.3270750558617385	0.5170334929833776	0.24549149558286978	0.12849981929939544	0.3883045434346047	0.1756036253536879	0.42223755669405544	0.9521938692116578	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108332.35827925903	-3136.17843910797	0.0	-286.9823303027221	-636.9642115338917
63400000	-112479.25902261522	-3837.5261770371662	-108641.73284557805	0.25723088310151254	2023.304412952515	17.843652600339407	5.380383435470397	0.9678376330971102	0.25702268126632494	0.24452632981617128	0.2456558279338259	0.25279516098367794	0.514359646284296	0.13434211663521908	0.05321500811622943	0.03215732337150394	1.598943808288944	0.05091842599424147	0.586782156808274	0.03100276565636941	1.598943808288944	0.25307021477306296	0.42744484231124	0.24340877751935214	1.8661886608702438	0.6795991061932801	0.32535717176027096	1.8361000923896744	0.37007187129655583	0.8863817516071866	2.4958735024842555	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108351.7956240078	-3136.17843910797	0.0	-289.93722157024473	-654.2753307301867
63500000	-112516.13428789735	-3841.144239616032	-108674.99004828132	0.2362417975550308	2023.3254020380614	17.87166816450769	4.783865518117624	0.982091763715265	0.2519414924750129	0.25019963043997706	0.24747761084819855	0.2503812662368114	0.5859511551561957	0.2272791379907373	0.05639099972482664	0.032638976937800684	1.5603789013242904	0.05378697557075836	0.5836304803674958	0.021040091428053603	1.5603789013242892	0.4253004894242551	0.14567989678127063	1.7212688533181648	1.4797846054386927	1.993826133136928	0.8741877640113515	2.0937782726226386	0.3795914179619415	0.9720354719928691	3.091741901292879	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108380.81925606295	-3136.17843910797	0.0	-294.1707922183663	-650.9102366591337
63600000	-112480.67244826052	-3857.2553820854337	-108623.41706617508	0.24338764562959325	2023.3182561899869	18.968132947724776	4.932701109486147	0.9961583585247767	0.25620111218088154	0.24916623742943833	0.2418304775117556	0.25280217287792456	0.545254993554502	0.15528102214906625	0.05091534784188812	0.03220847980112466	1.672397272264979	0.048772760360815764	0.615498346086154	4.3810991456269923E-4	1.6723972722649783	0.8999765398615651	0.1008755635306173	0.33308764807116437	0.6464634389230437	0.4763319052786503	0.3770614185801846	1.9426632450011858	1.023021989605201	0.7723063503121139	1.61022358227704	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108334.60079861802	-3136.17843910797	0.0	-288.81626755706253	-670.3217247325761
63700000	-112518.92197711034	-3848.4166739186585	-108670.50530319168	0.24301494304512306	2023.3186288925713	18.142895878774006	4.704110851923641	0.9734813791647778	0.2517683239444407	0.24407056298224616	0.2510845326898129	0.2530765803835002	0.5621027652293207	0.1433716433529552	0.05486092471929872	0.033792598379466667	2.2248812537511564	0.051138573107996806	0.6084197814426944	0.03528281302644742	2.2248812537511573	0.31454424520222507	0.44373885853705547	1.5428741361316507	0.4500158063464226	0.4848491393771674	0.7464254728589412	0.8327376217924883	1.9288352708319956	0.4668859702491575	1.3239257803119537	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0	-108386.30591265358	-3136.17843910797	0.0	-284.1993905380957	-655.4677505704556
63800000	-112496.95316853355	-3850.4472313883844	-108646.50593714516	0.23518277612272337	2023.3264610594938	18.775130764503313	5.03394230172981	0.9935697739041103	0.2522787900227626	0.25092122777062154	0.2444576062083703	0.2523423759982457	0.5879087987390401	0.2684781346017389	0.05328733758393544	0.033041968123379624	1.488137119793025	0.05047036823748886	0.6102250239720116	0.0742804881080702	1.4881371197930262	0.8801347994059658	0.983482285573488	0.4648283161588152	0.7600880199948745	0.43496598764943883	1.9609654511618384	2.107982757278693	0.9307977613948281	0.6365954889999115	2.2674498532614065	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0	-108354.52622957532	-3136.17843910797	0.0	-291.9797075698439	-667.151899191023
63900000	-112507.05313621201	-3877.709309556605	-108629.3438266554	0.24923465071043197	2023.312409184906	19.989834225583504	5.188081277302304	0.9738230637627318	0.25097880536755923	0.2451366583923782	0.24793137824045705	0.2559531579996055	0.5355038010040586	0.20979918125105115	0.04819005568936941	0.028632252008889914	1.5523522193843353	0.04553669999450715	0.5941373083599952	-0.015901117625540834	1.5523522193843393	0.3595675928047609	3.3327238458786352	0.28754975026557794	1.5437271884106532	0.3455494181626926	0.09695204728515014	0.9340344351541983	0.038753374546359486	0.9572824733849497	2.0800723547472946	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108341.75809879944	-3136.17843910797	0.0	-287.5857278559557	-687.8036535717991
64000000	-112477.00806406248	-3848.3381890856986	-108628.66987497678	0.24483723348575628	2023.3168066021308	17.928123202673277	4.995989013386614	0.9574303564800659	0.25493988052058375	0.24349515153769818	0.2481855218306963	0.25337944611102153	0.5142994632713496	0.01306883192933725	0.052580918865845684	0.03211314067636416	2.0726665352584597	0.04946862316595055	0.637285192272518	0.0023806698143770616	2.072666535258458	0.6875890493970419	1.1170253258131302	0.43957816095843716	1.0154213015564864	0.4930733284539022	0.5046583896169533	1.2006349387413506	0.16464094867469403	1.362110588539754	2.463255157106952	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	8.0	-108344.81743174179	-3136.17843910797	0.0	-283.85244323499205	-654.6081799973945
64100000	-112459.55011404234	-3832.7832863995186	-108626.76682764283	0.2239564863901493	2023.3376873492264	17.11846963020723	4.924432259940605	0.9828778212446785	0.2559930539628733	0.24614778214970467	0.24432493928186355	0.2535342246055583	0.4918628588486368	0.028594313310934674	0.05716402624891019	0.0357969273816347	2.0867069754092764	0.053359672804473686	0.6335646355846455	-0.010053243626348903	2.086706975409276	0.6485079736858642	0.41251456879841747	0.7551286696496371	0.42115078808710393	0.745760554539153	0.7840193220886533	0.9250917204173003	0.946824370492207	0.3509502990223325	1.1601738808575466	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108342.29585358965	-3136.17843910797	0.0	-284.4709740531802	-642.7010479645736
64200000	-112486.1355515608	-3840.723791309122	-108645.41176025168	0.2120884222462697	2023.3495554133701	17.699386414088853	4.798107480932941	0.9685470727628016	0.25458245969179244	0.2498405128094024	0.24892581522767313	0.24665121227113176	0.5390234158805176	0.1308419120228304	0.05469605009598454	0.03446209729126252	1.7129503806334117	0.05214976706121542	0.6236854712648728	0.0034996204907482664	1.7129503806334136	0.9036124839140004	0.38802811596806014	0.4514650917539958	0.8545294571551594	0.6884676947610975	0.4395771677357503	1.1297521506100563	0.11158920276783445	0.9123423100275415	1.956638490404025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	9.0	-108358.9759616206	-3136.17843910797	0.0	-286.43579863108454	-653.4882064048248
64300000	-112483.96535553693	-3842.5536304511133	-108641.41172508581	0.22031975079390367	2023.3413240848226	17.645897337156438	4.85037149160397	0.9768806237356142	0.25797017524560945	0.2440308085191912	0.2513198218381486	0.24667919439705055	0.5434589467234848	0.193256230698565	0.05412104093881152	0.03590218860241519	1.7261351152368067	0.052061388522315434	0.6434580143835923	-0.03751602158659512	1.726135115236804	0.8208591953650048	0.37908115882223303	0.6333895266055811	1.4941109050765762	0.857860358963681	1.0102682020047742	2.132461076023622	0.3114934564155063	0.8911416402197873	2.6831088451431055	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-108358.94955019582	-3136.17843910797	0.0	-282.4621748899894	-649.6254655602759
64400000	-112479.72748834948	-3840.6106319947944	-108639.11685635468	0.21979351413063333	2023.3418503214857	18.10234985437939	5.486483093061845	0.9961836638419629	0.2514193982923244	0.24958682244407443	0.24312459675457443	0.25586918250902674	0.517743804423321	0.009344557531984947	0.04913065853340972	0.03281802031586265	1.2953678946893052	0.04879346838123665	0.6303014509449826	-0.04344266019138658	1.2953678946893026	0.694691417106253	0.2748975883251931	1.1080027434296054	0.7562967806325539	0.8725667220263473	0.711631817939354	1.4305414701676074	0.7190314442965146	0.7396047646173923	1.9932346427365617	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108344.40759438212	-3136.17843910797	0.0	-294.70926197255676	-658.9771660240527
64500000	-112466.16103475462	-3842.5973084633083	-108623.56372629131	0.2222041561335903	2023.339439679483	17.266923973916043	5.292895603840539	0.9938396553569616	0.2534107774977991	0.25115859822043063	0.24670013437268148	0.24873048990908864	0.4685983680922187	0.002928675106707735	0.0519716408971982	0.03607619779937856	2.2614080170169117	0.05188298560211203	0.6655685812750991	-0.08235439870696903	2.2614080170169113	1.106262787990893	0.7071624102119078	1.4075066795554323	1.0089032358878842	1.2486656279708825	0.39516828828773837	1.0101319794676045	0.1755939722380598	0.5127649270514223	2.0581172939344894	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108344.50359187656	-3136.17843910797	0.0	-279.06013441475073	-644.7991807959734
64600000	-112479.49109381647	-3843.7709661557997	-108635.72012766066	0.21407776763210967	2023.3475660679844	18.237202784173373	4.97550221956531	0.9806761721333649	0.2505533155450263	0.25412703430485495	0.2432204240782938	0.25209922607182506	0.4886805682639308	0.01379098432278319	0.04821310652433752	0.031002330019537064	1.4618476975571504	0.04892215654848341	0.6347767453469306	-0.03631009729786809	1.46184769755715	0.5297000882535463	0.2213292120089763	0.501647120120309	0.8497790903998211	0.6995696367811317	0.7362059146654639	1.4815543971650036	0.5399061402213966	0.6142260233106098	1.2234143184032182	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108347.74773049992	-3136.17843910797	0.0	-287.9723971607509	-660.9636394326758
64700000	-112481.97673491639	-3869.6070566003336	-108612.36967831606	0.24276347829087516	2023.3188803573255	19.196625934702105	5.697913472657416	0.9809408014705132	0.25567553467771353	0.25030644119267853	0.2402523516263236	0.25376567250328463	0.49885591309313054	0.01458994695503664	0.04596348700736965	0.030462409134733637	1.707323838544309	0.046446587778436514	0.6458928055697535	-0.025868465248126547	1.7073238385443097	0.8283488486299777	0.8710293291953362	0.8203270505141317	1.0917754132388433	0.8631314762305197	0.5693036307336777	3.0632684026517505	0.4028772413328004	1.241240415293528	1.6932027174800615	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108333.57222817939	-3136.17843910797	0.0	-278.79745013666735	-676.477205891578
64800000	-112522.18793788539	-3866.840813350334	-108655.34712453505	0.2740952764988254	2023.2875485591176	19.21312259391678	5.843536285276337	1.0007354467658582	0.24935165855099956	0.24989188134686421	0.2486930766744295	0.25206338342770707	0.5297098035711574	0.08187519528098684	0.04721581176086265	0.029562197980666664	1.7438923505910415	0.04796004191460007	0.5956139792545965	0.008271680847622457	1.7438923505910413	0.4608108932083845	5.683650059884049	0.14127585863528894	0.3776757766614753	0.46293908670469575	0.3346704104030357	0.6845071574036574	0.3963892124842005	0.7145438348057063	0.9303315960640414	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108369.2292559198	-3136.17843910797	0.0	-286.1178686152502	-676.074428847364
64900000	-112506.9228191522	-3862.6183096295654	-108644.30450952263	0.2552326566779645	2023.3064111789386	18.89215117373251	5.534525602304014	0.9966444811602165	0.25272752499232054	0.2516243312251745	0.2452154881777929	0.25043265560471245	0.6258147352030864	0.3873990381283631	0.05296591963405238	0.03306560226317701	1.6339407210032761	0.05286077168394703	0.5927722592995478	0.05814888056258187	1.6339407210032744	1.0336217638337155	1.3437300200176832	0.6312163176618083	1.2306047718576179	0.8264893921477056	0.8290787460484231	1.6133538019783313	0.34711436907869725	1.645648202763912	3.4146373559993584	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108361.59547665883	-3136.17843910797	0.0	-282.7090328637968	-669.502350557089
65000000	-112489.47208804899	-3862.810938920762	-108626.66114912822	0.25900740399090044	2023.3026364316256	19.03102250031825	5.684200723475868	1.0101877054814217	0.2532448040608013	0.24650747171074666	0.24873272493486057	0.2515149992935917	0.5605969108199198	0.18213653217408624	0.049953173517396185	0.03447200863844324	1.9684671945143273	0.049530397477051354	0.6476365249423996	-0.0897883155486492	1.9684671945143297	0.5233009069516199	1.096050277249853	0.6279612460474098	0.9650376000033221	0.8659580649810731	0.13748769558029064	0.5682674734142125	0.38182701488314635	1.1342530940365034	1.5287275022905935	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108341.63069872413	-3136.17843910797	0.0	-285.030450404097	-668.2762909720277
65100000	-112478.05571584168	-3874.6892600538026	-108603.36645578788	0.2744443355877406	2023.2871995000287	19.453914506229008	5.057554240401431	0.9734412816725412	0.25201498595606603	0.24905862029439566	0.25032799970805686	0.24859839404148182	0.5518388951348707	0.2012119392377096	0.048604272129406705	0.03464030578930753	1.9240149212940771	0.047659346830749134	0.6516004355169391	-0.05589569693818289	1.9240149212940734	0.7998316169496129	0.35653403966033237	0.7027459049169262	1.3041821513623943	1.0412616745596686	0.8931090209581671	2.306521704400932	0.15176633729855968	1.2268954530462701	2.032494491613675	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108326.23123060308	-3136.17843910797	0.0	-277.1352251847976	-677.4001335334373
65200000	-112496.64701731752	-3848.3139732691734	-108648.33304404834	0.2548826880298444	2023.3067611475867	18.350255300351495	4.886971572762645	0.982369338687867	0.25490686497670867	0.2500558786826158	0.24927188387946925	0.24576537246120672	0.5426174619470788	0.2383247424063181	0.05337906902814965	0.03656531689323514	1.6121670818799039	0.05285173558815795	0.6113735507252928	0.07314361819449686	1.612167081879904	0.5546146359462432	0.3041976690028921	0.3720337707316167	1.1031257167949777	0.5670954554443303	0.6038697274840208	1.4365046176370797	6.138417442370503	1.0943102762461172	1.8257321086761946	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108363.81575102123	-3136.17843910797	0.0	-284.51729302711465	-657.6553237524467
65300000	-112449.95676920045	-3814.4320284206697	-108635.52474077979	0.24707209535178798	2023.3145717402647	16.928360076953584	4.473436644473904	1.011557592425008	0.25817057624021167	0.24708706539650468	0.2441890712613085	0.2505532871019753	0.5415946026595645	0.1678421290714713	0.05610081406760664	0.03911138534221829	1.6379607234376405	0.05469546292219225	0.6340623928941775	0.0224602486632507	1.6379607234376425	2.060607850469306	0.32014624710685785	0.35395722160551035	1.804015472286708	1.4359264237814977	0.7566579120483653	2.057519120421524	0.11251173335253564	1.2202320069669823	2.616796107747293	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108346.11105301409	-3136.17843910797	0.0	-289.4136877657042	-628.6324425268649
65400000	-112451.89007339753	-3815.9611452926906	-108635.92892810484	0.23282610445570642	2023.3288177311608	17.09840556414772	4.6608573560327535	0.955492236012174	0.24940781528763645	0.24988749405686295	0.24395035847520444	0.2567543321802962	0.5376123691710538	0.16383000814447737	0.05493868759776036	0.03944181701554197	1.6513960534005716	0.05475545005433517	0.6604941105270222	0.02305509733932365	1.651396053400572	0.3052668101349629	0.4433402638933041	0.4414118438681825	1.2649113183287417	0.3993710490198588	0.46465588873356517	1.2023507595456615	0.1255935368070807	1.1528638047780955	1.4442851854124867	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108345.8486251435	-3136.17843910797	0.0	-290.08030296133813	-633.4072191136046
65500000	-112514.61007213856	-3863.2282942584225	-108651.38177788013	0.24902714985864424	2023.3126166857578	19.468543182020102	5.967870509126306	0.9657948536630445	0.2498164587063008	0.2501226978037703	0.24845564574335044	0.25160519774657863	0.5077073147736325	0.04265421098296424	0.04780057355771154	0.028781254814404172	1.398955822843773	0.04689608941802057	0.5781266107518168	-0.048000565057152715	1.3989558228437726	0.39589990211512144	0.7846442893610537	0.29812219369448967	0.8279518466679574	0.543782494531011	0.4545843690196385	1.548965190159981	2.056871721088237	0.4892661473895642	1.595678126407639	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108363.14330244539	-3136.17843910797	0.0	-288.2384754347452	-680.0543246040432
65600000	-112513.44123490187	-3867.9213294838687	-108645.519905418	0.250661161423227	2023.3109826741932	19.38176416004224	4.714428161405168	0.9535742965573522	0.2562153099835428	0.24850041777465745	0.24362075986891266	0.2516635123728874	0.554527399102922	0.23827134636635255	0.04996102220468417	0.03403264348191237	1.5887937199198172	0.048562750870216595	0.6071104539905587	0.03276557783606853	1.5887937199198194	1.738882776802112	0.16589109794826662	0.1068492330988926	1.0248203448658235	0.9044548999713217	0.5333235970732013	2.530375834297814	0.22355229987031877	0.5495416795197504	1.9732342840861425	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108358.26106590209	-3136.17843910797	0.0	-287.2588395159087	-678.461970716256
65700000	-112499.54402511378	-3836.1880589137318	-108663.35596620005	0.24430391040683255	2023.3173399252096	18.736531778916444	5.163104909814442	0.9791099499692248	0.25004172494773697	0.24995307531658498	0.24998316765660442	0.2500220320790741	0.6076475895901381	0.32661342149634187	0.054078803060306664	0.03689695171211558	1.102007270563682	0.051678012559935545	0.6297658759817714	0.0029919094108428568	1.1020072705636825	0.4765006855226234	0.29058111936155445	1.06171949656803	1.2503420083518384	0.7477477031060393	0.6195938954103614	1.4047248999160842	0.3094431458297839	0.6563269339050913	2.0606875876751416	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108357.30208353346	-3136.17843910797	0.0	-306.05388266658616	-661.3260605473597
65800000	-112490.59140948876	-3863.7623527088285	-108626.82905677993	0.27414088997904684	2023.2875029456375	19.801743287180408	5.388823381414492	0.9585111635966931	0.25320856854949353	0.24888392695876543	0.2516790090078998	0.24622849548384163	0.5315643924662726	0.13557156506410392	0.04795049985831518	0.033468893596749545	1.4684504998539654	0.046015802823924395	0.6344887749398027	-2.710406948833693E-4	1.4684504998539636	1.0814234676826862	0.03152428049479232	0.6911695901082499	1.2654345682956025	0.21815648998665282	0.6783402474529907	1.1506112869655478	0.7421093513455634	1.1673836015958998	1.7337374103641774	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108336.04203809027	-3136.17843910797	0.0	-290.78701868965874	-677.0216289735008
65900000	-112523.18093397404	-3866.825622202162	-108656.35531177188	0.2754524739759967	2023.2861913616405	19.796829685457517	4.701350354389899	1.0139708169437127	0.25225686736664304	0.24828129590722062	0.2495336165292711	0.24992822019686564	0.5181243312332705	0.03524743241570015	0.049354552268849564	0.035861367737413316	1.6202187670859596	0.04619178582740156	0.6877020952960281	-0.04716191160787706	1.6202187670859596	0.2746211494547973	0.24372080568229235	4.040947465397863	1.1163130143775637	1.0373042359971414	0.6826365045126681	0.7697953788658983	1.063961379395003	0.3669794033846209	1.251030258886873	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108366.36315558277	-3136.17843910797	0.0	-289.9921561891073	-678.7745012919532
66000000	-112474.56149620618	-3849.0765071992882	-108625.48498900689	0.23139882332265796	2023.3302450122937	18.44442247279432	5.085444882129899	0.9907665276126061	0.24892748824788252	0.2514542733664407	0.24951406904853707	0.25010416933714014	0.5348098362538617	0.12998954216525704	0.051749427404817715	0.03471459692026179	1.5199347365296396	0.05039418466129089	0.6118467396933194	-0.006971073085010294	1.5199347365296383	0.3311882686453031	0.32586335237216596	0.12033247274316217	1.2940810096074007	1.3429375466098237	0.4293390580436616	1.662447699616796	0.38486173358373815	1.1667868103738053	2.0660472689628087	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108334.73852631653	-3136.17843910797	0.0	-290.7464626903551	-664.8965499832
66100000	-112495.94339642327	-3845.4862463756094	-108650.45715004766	0.22927365392671217	2023.3323701816898	17.752802524690292	4.73493819184182	0.9834774487715559	0.2510406509589617	0.249083931835969	0.2508633377509883	0.24901207945408121	0.5418165245259933	0.09550904650143384	0.055871022189017835	0.03838789189346369	1.7349091591281556	0.05235298472527152	0.627673261701372	-0.10298798265555209	1.7349091591281518	1.7112020600139675	1.0886615827895663	0.9508529984940811	1.337270509038158	0.6078425263982964	0.3836798162808428	2.20334325174813	0.6262390454515623	1.0984489924038212	3.786140529641753	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108363.09589027769	-3136.17843910797	0.0	-287.36125976997505	-651.7645600219372
66200000	-112467.93839632647	-3856.234456594987	-108611.70393973148	0.23940009320519307	2023.3222437424113	18.48515134318326	5.396131315673076	0.9673182571209833	0.2525545615239626	0.2473252508946118	0.2466747050459614	0.2534454825354646	0.5177235747450095	0.10661606332606292	0.0516471723340877	0.03276964325250964	1.737892365461407	0.049992261425635426	0.6154678655320114	-0.06329043154997144	1.7378923654614025	0.6164089901105	0.021076453995968563	0.15414777964514992	0.8118999539929963	0.3645430508629951	0.7224215636999207	1.8908901911130416	0.46048043767760416	0.7530531702036388	1.647333855516796	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108326.70334260745	-3136.17843910797	0.0	-285.000597124026	-667.5940206697736
