# BEAST v10.5.0
# Generated Thu Apr 09 12:59:51 CEST 2026 [seed=1775732390055]
# Binome_6.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.ucld.mean	default.ucld.stdev	location.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	location.meanRate	location.rates.CHN.KHM	location.rates.CHN.LAO	location.rates.CHN.THA	location.rates.CHN.VNM	location.rates.KHM.LAO	location.rates.KHM.THA	location.rates.KHM.VNM	location.rates.LAO.THA	location.rates.LAO.VNM	location.rates.THA.VNM	location.indicators.CHN.KHM	location.indicators.CHN.LAO	location.indicators.CHN.THA	location.indicators.CHN.VNM	location.indicators.KHM.LAO	location.indicators.KHM.THA	location.indicators.KHM.VNM	location.indicators.LAO.THA	location.indicators.LAO.VNM	location.indicators.THA.VNM	location.nonZeroRates	default.treeLikelihood	default.branchRates	location.branchRates	location.treeLikelihood	coalescent
161500000	-112519.22728818991	-3874.9116787249964	-108644.31560946492	0.2584805699117575	2023.3031632657046	19.22385973897973	6.002622055109245	0.9723524113995933	0.25497713682036477	0.25113502675484134	0.24262977202702124	0.25125806439777437	0.6223365850375138	0.5215319285752104	0.050966256386902414	0.026021619910100508	1.662416282733102	0.051487251396753614	0.5107117982578019	-0.14135669863695455	1.6624162827331002	0.5934206683622968	0.639265605537874	0.23152915992310674	0.5561620280609108	0.8010983049633212	0.37944148154534496	1.2277293553708215	0.219247388031543	0.3621186411717043	1.293846760601158	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108359.5396757378	-3136.17843910797	0.0	-284.7759337271171	-687.3219802303278
161600000	-112522.00996276477	-3912.6521147145572	-108609.35784805022	0.24097843213852468	2023.320665403478	21.077795471087715	6.078372391344476	0.9856899384639937	0.2571701666325425	0.24666713411499225	0.24771689868205501	0.24844580057041213	0.5924584656096037	0.31932725560139397	0.045421848464571424	0.023126704120463092	1.9279564708501384	0.04585520720546329	0.5101154896054618	0.015139648084729385	1.92795647085014	1.0049312120678395	0.8180629887076761	0.0015836595191390719	1.1697508685851776	0.6241785140676305	0.6159844706532287	1.5716372759861656	0.21963307937687176	0.7746526716471572	2.077954686417307	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108330.96488189968	-3136.17843910797	0.0	-278.39296615053536	-715.9338947831669
161700000	-112555.37324722846	-3905.4600928960413	-108649.91315433242	0.26212832125964514	2023.2995155143567	21.377789782108614	6.226890190737099	1.0137771855862927	0.2565901000941066	0.2500873156615249	0.2456472643857452	0.2476753198586255	0.5554482593279504	0.180606632361863	0.041599094934153744	0.02410442031999886	1.4180643262675687	0.0429239130516672	0.572791615100087	-0.04698109884182247	1.41806432626757	0.3586683497418929	0.22960687974464247	1.2416899905058405	0.9522370922305466	0.6939936542394957	0.9798212689601201	2.220860331480574	0.10909863144421006	0.8941104514258179	2.6794229415491855	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108362.49499874315	-3136.17843910797	0.0	-287.4181555892761	-715.9232571092881
161800000	-112508.53258735898	-3876.9429577810206	-108631.58962957795	0.2628394984819643	2023.2988043371345	20.26992107672558	6.02588134611644	0.9704337885056116	0.2540971079409706	0.2430306974127178	0.2488882794920755	0.2539839151542381	0.5894454079250925	0.32364382428214344	0.04759304247141704	0.02846030517348048	1.1704226089761969	0.04836683325911295	0.5730490083871594	-0.006026567862205996	1.1704226089761953	0.974488370956663	3.157346957201267	0.5716959377956309	1.816968756665777	0.42435301042984275	0.3829397659615148	1.4370864762308442	0.309690094191327	0.7726341515944988	2.2074231163179765	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108334.31541730264	-3136.17843910797	0.0	-297.2742122753166	-695.8979266225017
161900000	-112502.29298410918	-3867.4660963414613	-108634.82688776772	0.2513070736375674	2023.310336761979	19.309323508162702	5.384122672491898	1.0006822041361287	0.2573538235344776	0.2473793105893968	0.2424741510665829	0.2527927148095447	0.5343525524707953	0.1271165611813118	0.04748825893716531	0.029059083298783567	1.5225760575416043	0.04744189605388841	0.5916285870740086	-0.0742484687900925	1.5225760575416027	0.8610636421016034	1.7305619262438325	0.4384219276742757	1.0925763643915183	0.7906726611162975	0.2845035455793299	0.9191495233998922	0.8534150414031855	0.8452826519760263	2.2105063781828136	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108341.98286371447	-3136.17843910797	0.0	-292.8440240532459	-679.1247801131991
162000000	-112498.44480953693	-3851.2027238838673	-108647.24208565307	0.28569179002909484	2023.2759520455872	18.52469284182659	5.215844046362654	1.0080013956178306	0.2527593351831025	0.2562669731521763	0.24418144520509794	0.24679224645962528	0.6155749431964237	0.34280264569222396	0.05195945542065341	0.030492172374466962	1.6705419293114796	0.052070683239425423	0.5605827349244525	-0.03363463851503765	1.6705419293114805	0.6424188176021828	1.9272580278484874	0.11205802782022929	0.9241914836018678	0.6665962589263879	0.1771621151932038	1.388354668461218	1.0927038643027347	0.6303722577332468	2.410972304968869	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0	-108356.53089488878	-3136.17843910797	0.0	-290.71119076427703	-664.7819582911144
162100000	-112517.99729094107	-3877.385746778897	-108640.61154416218	0.2581161043163147	2023.3035277313002	19.40977180054558	4.838550147794451	0.9636190567514896	0.2564266454281017	0.25039470288190296	0.24596412286738362	0.24721452882261388	0.5228571540285294	0.1613955954474399	0.047459288863310724	0.028901894490051698	1.789018837126407	0.04704605919060238	0.5965318678167417	-0.05555852214277203	1.7890188371264109	2.232763454245638	2.494694292744444	0.06514642954312125	2.1095319169158646	0.5973027529145231	0.862133081214829	1.673467405679513	1.202326667161716	0.8181134897371987	2.4165247848297096	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108350.57493270205	-3136.17843910797	0.0	-290.0366114601374	-681.3145389610045
162200000	-112501.56279181258	-3856.0976329300383	-108645.46515888255	0.23113126768984782	2023.3305125679267	18.125394025360624	5.480818161770369	0.9974669719441639	0.2559672299445832	0.2524423978964765	0.24424877707100529	0.24734159508793704	0.4926971548303286	0.02057122794096487	0.05071011405694862	0.030675243825687017	1.9256422104862305	0.048865241446716605	0.5882090486639515	-0.03272952767963576	1.9256422104862314	0.8568276264898178	2.1823988616594714	0.16544564547749263	1.8629277047822195	1.2926946674825253	1.2730477522793218	1.6299695760595203	0.19200351946815028	1.2591413166588725	1.891428056515739	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108360.40427462498	-3136.17843910797	0.0	-285.0608842575732	-661.4954682343079
162300000	-112488.82786664668	-3856.82602991841	-108632.00183672828	0.24854866180026827	2023.3130951738162	19.477603390497904	5.793664575504972	0.989867737875173	0.2470068720244075	0.2500751110881165	0.25336161735724033	0.24955639953023773	0.5316078496413223	0.157044758178919	0.04782240927825932	0.031111767027370386	1.3036022595239536	0.047090990355312494	0.6282577620669858	-0.05006855558997061	1.3036022595239525	0.6458708595612362	1.4967500839006909	0.012344027328209663	0.4646643296981221	0.16367365253686178	0.9375322311771138	0.9445918074383294	0.6198790738506098	0.9832956551925076	1.5768270694621682	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108331.43468305186	-3136.17843910797	0.0	-300.56715367641294	-678.4009333794595
162400000	-112489.60813796078	-3851.6018943852414	-108638.00624357554	0.23575120541591096	2023.3258926302005	18.394635088368183	4.994039901483479	1.0121782493986937	0.2506573990617545	0.2525101340418604	0.246078558596962	0.2507539082994252	0.4883038822543115	0.044670316054777004	0.049176764387856314	0.032684252059761096	1.6628105069572923	0.048312483774925225	0.6509693628435747	-0.03679145007377487	1.662810506957292	1.8734889818941656	0.9081741155916708	0.5407220468759312	1.1858298173694406	0.5997105644490571	1.0016761812237778	2.401602928925559	1.226571073933127	0.7209603563568538	2.2260106814845435	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108351.17363714994	-3136.17843910797	0.0	-286.83260642559173	-659.4700195696594
162500000	-112470.89303719057	-3841.805902167798	-108629.08713502278	0.22236399432687515	2023.3392798412897	17.169573288159164	4.854168320088852	0.9816248911856471	0.25171070877074786	0.2543373292042175	0.24530091048430638	0.24865105154073042	0.5177479761435546	0.033587854168841504	0.054308723331855775	0.0298245958574371	1.9404399467815046	0.05301359422037418	0.5686135419913497	0.027097347167875964	1.940439946781501	0.4601765094457922	0.16600729750470372	0.20863289635723492	2.4695315434954015	2.4101544746989627	0.5457041246763387	1.8547622185739785	0.31082368547269024	0.7112384995582286	3.334384176302611	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-108343.0626573348	-3136.17843910797	0.0	-286.02447768798936	-644.7649098805753
162600000	-112471.7343251543	-3844.152625858925	-108627.58169929538	0.23787979706617146	2023.3237640385503	17.69617059082386	4.4943496833290455	0.9917263497501916	0.25346814492532355	0.2510508786281051	0.24650427741768297	0.24897669902889064	0.5241623421037546	0.14971630081111417	0.052385484070171046	0.029025954871600437	1.7546362002539815	0.05179940348129255	0.5473105333370434	-0.00117784949354221	1.7546362002539835	0.7069666042934352	3.4649927444668442	2.2729627182144814	0.41006939743590803	0.7356468079629856	0.2261960804688019	0.8861948056595569	0.3788881061860047	0.43259923966921826	0.8818564523565119	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108338.84323041227	-3136.17843910797	0.0	-288.7384688831059	-655.7543515665035
162700000	-112474.66010390545	-3847.1710068164566	-108627.489097089	0.24096407878166554	2023.3206797568348	18.280011114022766	4.825599442324886	0.972932550246421	0.2496754755419585	0.2521872332373475	0.2464620440182219	0.2516752472024741	0.5824357755292922	0.2580080324519189	0.05251067532056772	0.02888561993229813	1.7534581095862478	0.051652548881502	0.5765312151567343	0.08920913484554009	1.7534581095862476	0.39830142941515645	0.8784766581825224	0.12764793408198893	0.818902498498053	0.8114063809829672	0.27929770111002905	1.304532589603042	0.48235701619131843	0.6946882241672903	0.8637991089132318	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108339.47689774433	-3136.17843910797	0.0	-288.01219934466485	-659.3487507218806
162800000	-112528.84848676593	-3851.7933203797975	-108677.05516638613	0.23615674627506567	2023.3254870893413	18.11760485891322	4.965620943766146	0.9848833107726812	0.2503155643418367	0.24822497919301761	0.2459625206254881	0.25549693583965943	0.5185071460464853	0.02886847194017709	0.05093679994408439	0.02987093853174877	2.0819828018454185	0.04869870245220344	0.5786221870867685	-0.0511154035307921	2.0819828018454203	1.3458630769130353	0.04378226563527991	0.25225878068285357	1.1917839516054773	0.804840309101051	0.37550909236603897	2.1646395901643585	0.16671297005967098	0.8153565411789084	2.150396886232176	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108393.30774759373	-3136.17843910797	0.0	-283.74741879240105	-655.7014494089975
162900000	-112472.95419704572	-3847.4187674525574	-108625.53542959316	0.23385350751228504	2023.3277903281041	17.731077815461944	4.544348964856927	0.9783870279316845	0.2528876170405498	0.24859319525032395	0.24724780894496343	0.2512713787641648	0.557699589727395	0.26433523101964657	0.05486872106663712	0.03274888446805445	1.8930850890593263	0.05416924499872142	0.5825860935022119	-0.0202126746251873	1.8930850890593247	2.2814981944166424	1.1618870115239495	1.054503712962963	1.2482654804613322	1.9689301467444098	0.8807140189835869	3.347486085879603	0.09505027572309747	1.2936741087510122	3.4596253812564646	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108337.10219340827	-3136.17843910797	0.0	-288.4332361848938	-647.9435634935876
163000000	-112499.53830465721	-3842.6581319670013	-108656.8801726902	0.23346438492465268	2023.3281794506918	17.646611674379766	5.23120099966215	0.960369854265802	0.2559662017401128	0.24589558537132702	0.2503452692348002	0.24779294365376192	0.5699328881182728	0.24566454889084097	0.05585904412460236	0.034702409957471224	1.8412102733598168	0.05408844736964185	0.6135284335940162	-0.11030436654896114	1.841210273359816	0.5699747309279021	0.37609187048090753	0.9508880795413567	0.8867212222148625	0.25289391812926315	1.0818010455616556	2.456407787839628	2.8893068472576284	0.8895911360291283	2.2397843237233386	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108367.53714088202	-3136.17843910797	0.0	-289.3430318081808	-650.2543916689598
163100000	-112469.60200330682	-3855.9743880423525	-108613.62761526447	0.252174432505374	2023.309469403111	18.47346626713749	5.319348842959993	0.9810912856965346	0.2548453345382361	0.2447294673385284	0.24918691526523062	0.2512382828580066	0.607015129119619	0.33619599147981744	0.0529710926780721	0.03152014923705485	2.012088576520895	0.052788969380344275	0.5915984981302219	-0.05465109983622598	2.012088576520896	0.5872215042734013	0.23517402287256986	0.2209380442094655	1.1057629755977454	0.43893786524511	0.48660511367231535	1.021693212777916	0.5114045547987817	0.6518063435097231	2.2331254134520564	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108329.00526331761	-3136.17843910797	0.0	-284.6223519468549	-663.938756757632
163200000	-112481.69376094303	-3864.391585068652	-108617.30217587439	0.2532772352744404	2023.308366600342	19.145743750614038	6.266779229551178	0.97989425137685	0.251372605444974	0.2517688058118145	0.24556000210480738	0.2512985866384058	0.4945490296930613	0.019784068707888017	0.04842969628794796	0.029016155884119862	1.8534455646129424	0.04776752094349919	0.5923195098787896	-0.03901480971288392	1.8534455646129446	0.4056489791584998	0.025528336758470733	0.7199966148498226	0.44169290129983513	0.3626008019454961	0.6524735517202698	0.9602861986340313	0.18665934674881582	0.5519764228679698	1.0454521979860538	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108329.53363344567	-3136.17843910797	0.0	-287.7685424287175	-676.4220993738616
163300000	-112529.30500579087	-3886.805783375181	-108642.49922241569	0.2615576941776854	2023.3000861414387	19.774724954525755	5.434324855747812	0.9605357578292077	0.2524203657113144	0.2527469666552205	0.24165698830642562	0.25317567932704127	0.4842696424585022	0.035787936559551814	0.04594196025076765	0.02755989735453413	2.177270711955165	0.045875982997025146	0.5691558045151489	-0.02425678626205321	2.1772707119551633	0.35614149095780967	0.500435806863272	0.43267847631831197	1.1926097212984956	0.28906244565741734	0.32884694193127484	1.5291366913024838	0.9320826577625945	0.7217933527596175	2.4216714676534057	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108361.95516818164	-3136.17843910797	0.0	-280.544054234044	-686.1107200807663
163400000	-112500.85142219551	-3861.91239145483	-108638.93903074069	0.26304612640350805	2023.298597709213	18.886828147307746	4.879833575812774	0.9780346021264062	0.25345121764342576	0.249325422928029	0.2464312200480587	0.2507921393804883	0.5290935408344943	0.10457231607281602	0.04774304351974977	0.030038388201568046	1.8730657116922282	0.04864872725919996	0.583988222777597	-0.12676854752816943	1.87306571169223	1.3360850847094468	0.19215819834917583	0.6513385556351944	1.20326754219463	0.3389359578041588	0.5792585259466747	2.2059257951248905	0.9739759086597873	0.99949140774513	1.6544738595443804	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108353.88642725722	-3136.17843910797	0.0	-285.05260348346883	-669.4631914819905
163500000	-112502.64874307127	-3873.157240120167	-108629.4915029511	0.24183067668408897	2023.3198131589324	19.190474462697065	5.236323756612452	1.0029504242528915	0.25261783294993717	0.25019070129441073	0.24491153824480338	0.25227992751085043	0.570987441199691	0.26579352908842185	0.04784044894293018	0.030878912839414352	1.940334891027872	0.048468334860779484	0.6051224778347051	-3.627715215986724E-5	1.9403348910278748	0.26936321360114795	2.4178226154821347	2.468346630287304	0.4938068324541554	0.7229729049020241	0.6715316351004575	1.0689696756033105	0.6262801154603531	0.4766576359507294	1.4025330683822663	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108342.06072053163	-3136.17843910797	0.0	-287.4307824194667	-679.9327137771808
163600000	-112491.26220467172	-3863.8657581682905	-108627.39644650342	0.24964781007770373	2023.3119960255387	18.211298521236305	4.3411571234481325	0.9914213966332834	0.2522716388178548	0.2520959969522761	0.24647059083768255	0.2491617733921882	0.4957976501645363	0.026867272368662615	0.04805948695328811	0.027620011723602532	1.9919432800407657	0.04914616402769766	0.5621179277867906	-0.014577612287108993	1.9919432800407664	0.6081888920849804	1.1270936125983575	0.8009364734751054	1.2528228381433282	0.301511124204252	0.2218607457362518	2.1887488333087655	0.08212286460391126	1.1507078114503815	1.7006035899666767	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108343.77539918479	-3136.17843910797	0.0	-283.6210473186372	-669.383793005297
163700000	-112482.05375340319	-3869.36127906532	-108612.69247433788	0.236232816085059	2023.3254110195314	19.199246271169766	5.169037208869318	0.9724877059314387	0.2525704674319855	0.248358253795849	0.2481190500322681	0.25095222873989903	0.5898987497423049	0.317066359774786	0.049824271873220395	0.02768344079201814	1.5183809324347866	0.05013387231718039	0.5375055911747662	0.006769306060147137	1.5183809324347837	0.7520325319174567	0.1509772970393173	0.2201144357578432	1.8811982099815532	0.44298314870465705	0.7474910203543013	1.648932936251751	0.25015005508453964	1.2580193711667047	1.1981958243528226	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108321.71599552801	-3136.17843910797	0.0	-290.97647880987097	-682.6202128004006
163800000	-112532.0269632026	-3874.7889442709834	-108657.23801893162	0.24777232628992565	2023.3138715093264	19.966809894114046	5.412362961859001	1.0087430060581821	0.25198418615775253	0.2469623724840302	0.24914885123169778	0.25190459012652144	0.5193012336575756	0.020000178947938978	0.0462595425417103	0.026947283488652676	1.411208463809978	0.04595972087267884	0.5623782095544316	-0.0015617355170620137	1.4112084638099762	0.4337601056753012	0.01789280167366075	2.075820713957876	1.0040997866845525	0.33340348064743314	0.16302588350536848	0.6889495668934897	0.11290321041117297	0.6571037800004638	0.6534242721931645	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0	-108359.61551465708	-3136.17843910797	0.0	-297.62250427453574	-693.6380827089863
163900000	-112521.72703896869	-3870.9540122572657	-108650.77302671142	0.2337053192389623	2023.3279385163776	19.383665579250476	5.123910998963041	0.9829975605138337	0.2629522639347986	0.24596245518884816	0.24063267529984242	0.25045260557651267	0.5202273403849982	0.10850600236932925	0.04665128089059505	0.025049814763937174	1.8431035580969009	0.0473745433181218	0.5375091037378559	0.0572480305563499	1.843103558096903	0.12927737577895235	1.3015669962181833	0.7245846693107234	0.5569970870980223	0.3860929278576954	0.11661836430537727	0.5363332916466731	0.17188462029965268	0.5680025304237314	0.9642471314754142	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108362.53152585046	-3136.17843910797	0.0	-288.24150086097137	-684.6120672637123
164000000	-112576.09792166948	-3890.415670607669	-108685.68225106181	0.2799445955739703	2023.2816992400424	20.839899945743934	6.245429172455123	0.9658533411994956	0.25312855352294183	0.25177292470114737	0.24464573517215332	0.25045278660375925	0.5213575809828278	0.09122661923781973	0.04365754909096812	0.025477726120722657	1.5457175597728057	0.043438752247711196	0.5900791799825402	0.029788745487895178	1.545717559772809	0.45488107899850866	0.06941920990825548	0.33006220089753346	0.5877918982086502	0.4148936550128775	0.4009953801549548	0.9418403974592481	0.0872279039098919	0.5905245655594241	1.5856260221512986	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-108399.43277480168	-3136.17843910797	0.0	-286.2494762601269	-701.6842197071255
164100000	-112486.2922760773	-3856.877508175532	-108629.41476790178	0.24587637280913108	2023.3157674628073	18.522755598603258	5.334580125487639	1.0122241157568719	0.25038749219753076	0.2522112313495715	0.24285122789397723	0.25455004855892227	0.5041380200848032	0.06065688628282192	0.0488563450592606	0.031092182519216045	1.9272551072023925	0.04893785662614237	0.6101653190323592	-0.015565912783802625	1.9272551072023922	0.6450835872708843	0.5938051259730733	0.48609394761618296	0.9474959849002297	0.5432131930188677	0.12938762762037942	1.5992012676218414	1.1570993792142517	0.8647612049532079	1.6781895776742812	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	9.0	-108341.65948516474	-3136.17843910797	0.0	-287.75528273703566	-663.5176682643342
164200000	-112466.80292709799	-3845.5151624531036	-108621.28776464489	0.23003941914956824	2023.331604416467	17.6908127813246	5.026994023051931	0.99116278248129	0.25456430688238174	0.2524303705954287	0.2415483951298292	0.251456927392362	0.5609239126685225	0.1294299343865465	0.05259482720553629	0.032511174612184855	1.6991193082983198	0.05221391303629077	0.5886962482448523	-0.05012676684340713	1.6991193082983196	0.7134057372380622	0.24005318069540144	0.16432805662473454	2.0537046207557306	0.731633686606365	1.5691427630076564	3.2575265696316222	0.8941656517563282	1.3145205265654594	2.1246585670592837	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-108328.85675954467	-3136.17843910797	0.0	-292.43100510022856	-651.1215953624148
164300000	-112467.37235552167	-3846.3605941010946	-108621.01176142058	0.23294971471953665	2023.328694120897	17.904855390813392	5.2921756643796725	1.0189772901372252	0.251935212531923	0.24565309723823417	0.2482526014009121	0.25415908882893234	0.6303334348707986	0.41118563519991935	0.05590224957237149	0.034803065672788513	1.9292218430122023	0.054916303520873226	0.5803486538380419	0.05414850528925435	1.9292218430122008	0.29776901933574884	0.6280584913968354	1.9168860379036563	1.3166155810026026	0.47033183923447236	0.2569745536229135	1.3283206396930778	1.2520723429782534	0.794711063415957	1.7995421543856138	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108334.79363085587	-3136.17843910797	0.0	-286.2181305647095	-654.2596576278007
164400000	-112478.48213784382	-3842.936880388465	-108635.54525745535	0.2288872504778273	2023.3327565851387	18.0257371264142	5.098538163430463	0.9855285081349814	0.25448001308464485	0.250075511004178	0.2439112369250249	0.2515332389861535	0.6315317664835254	0.41826672672079546	0.055721434635295754	0.03775802382913552	1.7714302959625734	0.05437472347528375	0.6235220962746689	0.01944543170392559	1.7714302959625727	0.9091192719593788	0.2160845480037246	0.5246634869872594	1.0994215570051766	0.7345629867582657	0.22437718808323895	1.9080604854680667	0.12622397757445872	0.38500921888029	2.276307428530658	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108345.72600635911	-3136.17843910797	0.0	-289.8192510962454	-655.190242849505
164500000	-112496.72921160932	-3856.7868667857874	-108639.94234482353	0.22604000842283148	2023.3356038271936	18.173837500510917	5.14726460289823	0.9806567843801061	0.2549745552718821	0.24939042310116144	0.24327186827595915	0.2523631533509985	0.6052907121767722	0.37420423691177374	0.05329228781362022	0.03407346663749506	2.0772242656365805	0.054073439510222684	0.5988460406421591	-0.07159675910055154	2.077224265636579	0.42998808973212455	1.9788347299214148	0.2811010508244883	1.2853452112079204	0.35112016117100675	0.8858013029075718	1.5307536877541352	1.5110303417458333	1.1843070642656344	4.036569713159372	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	-108354.80206199942	-3136.17843910797	0.0	-285.1402828241158	-659.9446718819705
164600000	-112523.86790877787	-3893.2643190130066	-108630.60358976487	0.2713873944478694	2023.2902564411686	20.617378475116677	5.279330226717162	1.012698207510296	0.24955552896382274	0.24880093619732238	0.24884344206676712	0.2528000927720891	0.5166511737329175	0.05217188504943246	0.04331835289876529	0.02704846679600054	1.6807908147076562	0.04393206962802667	0.5989789772747665	0.07567890204867235	1.6807908147076553	0.33874840041196874	0.9856366252528085	1.145157485227967	1.697524019545098	0.9479529516483819	0.5913846811604053	1.9488458298247988	0.6643178559531775	0.9102140846429462	1.6759893399423804	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108344.41530597479	-3136.17843910797	0.0	-286.18828379007755	-700.9085005548444
164700000	-112568.12162541234	-3877.1328688650574	-108690.98875654729	0.2527892220240901	2023.3088546135923	19.941061798696698	5.322570647195621	1.0020937905218512	0.2587736128208663	0.25121702713752386	0.24398093020549064	0.24602842983612042	0.521560746740191	0.08643048861717764	0.04546645054292755	0.026016797763112578	1.3706373660532594	0.046009089070400175	0.5786522038334265	-0.06827165457491355	1.3706373660532607	1.1785421314170024	0.27940618217981034	0.22073746419430548	1.1607426123483346	0.36053384004495853	0.3531885392888512	1.5621057984315712	0.04685352185484938	0.7945394534607965	1.7604414798810741	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	9.0	-108399.20250387338	-3136.17843910797	0.0	-291.78625267389833	-693.3311419160816
164800000	-112534.7126861786	-3862.034241926841	-108672.67844425175	0.240067254981416	2023.321576580635	18.911481919372523	4.725087555860989	0.9708210416897203	0.2504136540029087	0.24702846913547458	0.24544988463867148	0.25710799222294634	0.49513316515602307	0.03492054373046014	0.04726681869845419	0.02958789499484816	1.6476237907160067	0.04739211356689546	0.6073824498590482	-0.06152803206215384	1.6476237907160045	0.246998954293844	0.02506460478857618	0.22938393427216633	1.1693087641527309	0.6820135635224698	0.7997471308274379	1.6621694410950867	0.2446078442836942	0.6590565643702677	1.9509116224189718	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0	-108383.06513068707	-3136.17843910797	0.0	-289.61331356467457	-678.2031895483469
164900000	-112550.5637004518	-3865.9903987806915	-108684.57330167112	0.24686390535180205	2023.3147799302646	19.133399370133386	5.236630230430237	0.9646817630070066	0.25675594952256575	0.2501804890058943	0.2415931170828164	0.25147044438872457	0.5234030161260977	0.13365421500852248	0.04860227920719623	0.03004875404705243	1.7559152023479678	0.04829138768525492	0.6151531486510246	-0.08670004706648471	1.7559152023479674	0.2172970827769821	0.06850415289005043	0.02187578663101858	0.6790199449708723	0.4658303621791641	0.4907476988826911	0.8518377124042449	0.14290829568603586	0.35623330664152664	0.9326476121502563	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108401.24368111543	-3136.17843910797	0.0	-283.32962055568436	-679.2062230057519
165000000	-112531.05284856727	-3889.9832198959593	-108641.0696286713	0.23596432238026369	2023.325679513236	20.10098348298559	5.937983968708388	0.9494626357261381	0.25015161285639104	0.2556067309557411	0.24641497646857768	0.24782667971929098	0.48390366075339564	0.028308296694180175	0.04616349030989201	0.027810450977833422	1.7437383226810979	0.044371470799531076	0.6019344913726223	-0.07611152868829874	1.7437383226810976	0.9551443690525026	1.597026257508075	0.975950840229809	1.8891527657182456	1.0634532266670518	0.37518527556349307	1.2772787595345043	0.2743811993200196	0.9509775485828375	1.9406711043333922	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	-108357.10689244128	-3136.17843910797	0.0	-283.96273623002986	-696.6937201421116
165100000	-112549.29998453836	-3893.1137664043	-108656.18621813405	0.2393567183688354	2023.3222871172477	20.970591513583997	5.911525875015002	0.9618672992410302	0.2561825475305988	0.24897878963201037	0.24969628480930262	0.2451423780280892	0.507608582902419	0.09177247935107566	0.04616706896151746	0.027941289840225408	1.5087500651983485	0.043725040247920226	0.5976941898629762	-0.01802294305470798	1.5087500651983454	0.8989552022478071	0.7601313352950331	0.24003002945827065	0.879633009208919	0.49570863115118985	0.4525220875237989	1.3719532064625684	0.5951240365784932	0.48605962969618466	1.176686122943679	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-108369.57765001908	-3136.17843910797	0.0	-286.60856811496984	-705.229066318245
