# BEAST v10.5.0
# Generated Thu Apr 09 12:59:51 CEST 2026 [seed=1775732390055]
# Binome_6.xml
state	location.rates.CHN.KHM	location.rates.CHN.LAO	location.rates.CHN.THA	location.rates.CHN.VNM	location.rates.KHM.LAO	location.rates.KHM.THA	location.rates.KHM.VNM	location.rates.LAO.THA	location.rates.LAO.VNM	location.rates.THA.VNM	location.indicators.CHN.KHM	location.indicators.CHN.LAO	location.indicators.CHN.THA	location.indicators.CHN.VNM	location.indicators.KHM.LAO	location.indicators.KHM.THA	location.indicators.KHM.VNM	location.indicators.LAO.THA	location.indicators.LAO.VNM	location.indicators.THA.VNM	location.nonZeroRates
33000000	0.47171794086803054	2.6415982796702258	0.7659478358717439	0.9083114428165854	0.8337500644904576	0.18829817127070872	0.7901067938786126	0.12113291420083352	1.130531453766622	0.9315462212663574	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
33100000	0.16261061036923988	0.368599641382158	0.2662395953507402	0.2794425268258541	0.1609130583820618	0.12836998737624017	0.5246526749304848	0.33687451781683836	0.3704525122871566	0.6947633466988936	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
33200000	0.48570061949017	1.688911460370059	0.6670139642110424	1.0091753415103135	0.3826807563212114	0.23571485072407466	1.6701899078035505	0.1896272499036358	1.0636101821335502	2.192018896777942	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
33300000	1.5767462861844488	0.05467485922598399	0.09916449850829234	2.1287125562242997	1.9641168370708297	0.4812131013238734	1.4965134573964256	0.1951016190746185	0.9080437512431389	2.3685412998233764	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
33400000	0.47229323622583935	1.039079302439686	0.1816844014960876	1.4688812474555293	0.740291579029999	0.0777731498848709	2.064646615380449	0.7409793029294289	2.0669855995623223	2.3854332562575298	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
33500000	0.7426149948626977	1.8859251244620299	0.47992261134504305	1.6342890340494196	1.1598377385339065	0.8363982736881358	2.9083762710002983	1.284616957569321	1.1649674525108429	2.4736968134714687	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
33600000	0.4342829130332991	0.7422317637692404	0.30020592504962845	0.921108593297754	0.7696676184692963	0.5810633305945392	1.1445514196774704	3.5035517635591793	0.3256574319547824	1.4527391687140576	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
33700000	0.46358180931345117	1.4984051897577164	1.5958485074198956	1.472424204898032	1.0929102267769057	1.9983986996483822	2.9217513814364757	0.5537298907412394	1.1172508136643404	3.729806370111284	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
33800000	0.6049031340110681	1.5996425543821517	0.3022616006845074	0.794969051022898	0.5571795094803997	0.37864243483834314	1.3520433033121648	0.056196621336522895	0.9480884781197324	1.6356213657136245	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
33900000	0.42724306217757624	0.3110933077273945	0.10811428371947171	0.7151216511774101	0.3508514637088433	0.14447511602932053	1.0560368689567556	3.1721017970214227	0.4823319661108918	1.6097113563944176	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
34000000	0.41504557705191136	0.3593684837991263	0.3011966688785059	0.9995394934913413	0.36714849989130416	0.2011810776990832	2.083971548940945	0.09117235670642962	0.7619836556039579	2.266322956839294	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
34100000	0.29102465877367467	0.12744225203662202	0.873802559510152	1.26723528822685	1.0328090800452934	0.4082066998498348	1.1238264331870074	0.21959331449190383	0.910691754287324	1.4820067098926584	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
34200000	0.2667294964899205	1.7925248632596622	0.46988378771802475	0.38668369522821877	0.14338865300977996	0.2762243095457453	1.9377735924473372	0.2869985487233813	0.41069919531230814	1.1745168386181677	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
34300000	1.212893208720323	0.6053024811790734	0.6543745913624562	1.2512576469190566	1.0297074973119626	2.170436831217484	2.2705926868760664	0.8532718859531895	1.067774232855375	2.291928925783765	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
34400000	1.0030546878161288	0.6488485676220735	0.2297389948225731	0.964923369636529	0.5493434624059388	0.79987072957163	1.6851209599496482	1.1985831075335982	1.5324884816324622	2.2441084079657836	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
34500000	0.7460926876940468	0.11489799002545788	0.6955762618880842	0.5491627978653407	0.5491142886965912	0.9601500412518348	1.0932313709535948	0.14891302702922898	0.9786463100184212	2.296418074773874	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
34600000	0.7029054065073693	0.1315281542930159	1.8315701980515149	1.9799693210750418	1.7455758409817625	0.00494434799684705	3.0912132000719157	0.20810179960695138	2.2449489287493107	3.17604680997927	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
34700000	0.2940401644565687	0.07767246495169836	0.18056161445963376	1.1473119336215074	0.701346590648655	0.8830830339904602	1.6782540661716636	0.40847687779695097	0.6686650736685305	1.8428782129849115	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
34800000	1.6152715153317272	0.13560170143191447	0.5434474966866417	1.2055268293891863	0.9727515456747172	0.9504531021627889	2.0291365824819825	0.31498780910778956	1.1387589790521195	2.1582901517548585	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
34900000	1.29744452761755	0.3456374328083762	1.0071533514159834	1.3582590342399674	0.6723355384165354	0.7796425218871647	1.850868339226143	1.586372415519687	0.6440075256383595	2.4921612208052273	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
35000000	0.6818961744029246	0.45258784560770265	0.18031440005860697	1.5555868355696922	1.465422504116987	0.633511966984631	1.3069423899935784	0.15299719324777802	1.43162165645089	2.819192881287875	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
35100000	0.26265777418158437	4.664255497515567	0.5884033089868771	1.1639951249828697	1.0977168338764043	0.5243984151471754	1.9448533085658803	0.3375714261858166	0.5295870025222085	1.6368293728405918	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
35200000	0.2857509771613463	0.16476551504430065	0.8982544625392305	0.5091429020779848	0.2943699088338219	0.37632534587497457	0.905532581090557	2.042561330299884	0.4680555810011126	1.360243874947007	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
35300000	0.9188047256237388	0.436885386760534	0.25148941177751716	1.4001201096981668	0.418595643586595	0.6394049952032316	3.8521416546186202	0.863132961649692	0.8282183550827099	2.482495713288613	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
35400000	1.3100314411812701	1.3269759279238147	3.50798666497451	1.7247919340402629	0.5564024483895644	0.14626177069952473	1.149766000122736	0.2568378693873023	0.7503736960118943	1.817606224795053	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
35500000	0.49425512321676474	0.2641882907169827	0.38695887043600236	0.6927004486937589	0.648605784212133	0.807871911245345	1.1147503739097955	0.5151713237625487	0.9983533139124666	1.9977980054547333	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
35600000	0.7525693223898097	1.78560473253967	0.30279345039182864	2.075551610218298	1.146500468766304	0.23543441776432356	2.260363779964751	3.389538583806485	1.1272406508138553	1.9335386700102024	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
35700000	0.7110033992605957	1.3490428527838294	0.2668917655713954	1.0370663833928246	0.7800887743302501	0.011731694482801345	1.1470981406068252	0.8925915503040512	0.6722138165639724	1.1986488127004842	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
35800000	0.5548734282965928	0.28740147455773596	0.33329810614617084	0.7082976333388319	0.17260663450774946	0.08818079407379069	1.2339839679954996	1.6845132404900809	0.6809145894257821	1.4080586658575427	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
35900000	0.5768703038201116	1.693037659773722	0.24191869307942815	1.1905484382223706	1.1491742561571112	1.0682523234666463	3.1388611157188078	0.3169137698218834	1.8136747948104281	2.8829158793659317	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
36000000	1.4843182744817704	0.42092418391346914	0.32796441761362477	0.9386303341280554	1.4649446855259904	1.3155001900437426	2.733339557404914	0.6906505053641651	1.2524172011671648	3.291347986300617	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	9.0
36100000	0.9278788278509265	0.3884583131553569	0.5667783484691377	1.0186036734456063	0.6485416993793977	0.29953959889626414	0.9972976041290306	0.45425704531626593	0.7232003781552884	1.8691387210464023	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
36200000	0.46152028065064754	0.20375645416948224	1.109180392832206	1.1128064438773242	0.6438902405930829	0.8324748016402275	1.636820857812576	0.9879221830644288	0.3288372764137511	1.5544520682006515	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
36300000	0.46712032943792176	0.2520669438645281	0.2946015263126284	0.8750515876829135	0.15326715493565554	0.9028408791456242	2.0741348061536007	0.06344982003635853	0.9216310789888826	1.675312436956964	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
36400000	0.5065647290789485	0.6544338874998306	0.23879072261353415	0.5492085366932449	0.6356983722538077	1.1429033211347894	2.0745947283255877	0.12332669301845363	1.0463170112737734	1.4620675955954276	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
36500000	0.6032538207076117	1.0845725809931297	0.6174802423436955	1.8234697745570303	1.2992178520604847	0.7411859533047979	2.000855338509666	1.0478342948357922	2.0611127526896666	1.6182676268835001	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
36600000	0.17405420825299744	1.250959384716506	0.2711053236191617	0.5167964729048107	0.21227428296529502	0.2702860561367212	0.848519095800571	1.639834751949804	0.26424091920597986	0.8808937485527105	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
36700000	1.2276581521689598	3.079346813754297	0.369825652800034	1.5981596114568999	1.7317863327716678	0.6243884375222677	2.0744505151052044	0.47523114037491565	0.6179529870622131	3.2919755980781793	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
36800000	0.9637835398872076	0.4983704957951402	1.0361756459735019	0.8950173493682227	0.37497328105098504	0.48930432602694685	0.8809427742039677	1.4445096300714138	0.5500388133951774	0.9514335693702421	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
36900000	1.2791737325649237	0.700391142539383	0.1760159324194676	0.7991095323158206	0.4585932880894696	0.6888430936328068	1.3970195240149288	1.0477141582008462	0.7260967643682952	1.7306881841569017	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
37000000	0.22008257229818445	0.16713509225533016	1.6665772931592238	0.4228721833069298	0.32706968790347146	0.141768704118595	0.6759567064178114	0.12710000718995812	0.5048396117910351	1.0890072682881722	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
37100000	0.5385708995762563	0.5205277206248552	0.3797359896932696	0.8347431359532845	0.6163025981984825	0.3385169524560853	1.2429406740743907	0.2932136875027076	0.7856322627676904	1.4224355071920234	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
37200000	0.48390168738452194	3.04842079424256	0.25879863907208217	0.9389685793945621	0.8169931218214742	2.5892313273623575	1.0546453083147387	1.8809869057882822	0.5406130655599886	1.373847359520015	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
37300000	1.5952682518264916	0.7017027863765696	0.618385592601797	1.0421478873334913	0.29500389402029525	0.5563301629391127	1.9075191928792232	0.2725577492883573	1.9067919316045778	2.409082986825701	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
37400000	0.4178595318568967	0.07887245321383239	1.4573263887265364	0.6308864534103759	0.2778754469799303	0.12986986943915427	0.9767217964489587	0.18730873433410036	0.5823979776302912	0.7946113927869959	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
37500000	0.7607537254051313	1.1041954858060403	0.4263999996355741	0.6844457998175042	0.7005333307638119	0.9208334066295375	2.0486230376178494	0.6215780146818619	1.2787368910807781	1.9419194626848455	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
37600000	0.38706441017782667	0.38760196569718813	0.21641892516137176	0.6274419091049728	0.5326227247009374	0.03159312889861461	1.6064440850372366	1.4951587183692403	0.5114935156175988	1.4580282100515558	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
37700000	0.7895664577869916	0.7689006680944106	0.8466665076875307	0.7046958977700889	0.4745682268827535	0.27676749715160787	0.7103325454315977	2.7431241140085385	1.0105483341277668	1.3300159698258034	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
37800000	0.7654459839010007	0.039032574090732866	0.34877934714192377	0.8646319499109425	0.30981682216476414	0.21578536663417983	1.248973707602166	0.04845881396325482	0.7248679215531071	1.3162263306838617	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
37900000	0.564928246271235	1.46921270948669	0.3208075616376868	1.962445519950454	1.239537103505661	0.5660665320893644	1.8594421704915782	0.43357570599894046	0.6236680669278171	2.7371453974506603	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
38000000	1.3609601331449106	0.853433215645639	1.0394930098537605	2.186035705016683	0.338889631198588	0.5988312694984511	1.7740415272895538	1.0440746219958257	0.5329169262389631	2.5453542913449	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
38100000	0.7940091307531644	0.30898573066139084	0.5228498522275087	1.712691792516149	1.020256448742659	0.1570440744897113	2.518950222076093	0.44889093023885546	1.1198619937407144	3.8918091756020186	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0
38200000	1.3403219741265617	0.847841187060805	1.9508153026987696	0.8929537527013278	1.0757117627188648	0.699825906125743	2.265614465836023	0.2525764108735858	1.1513712049505427	4.3938383289609435	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
38300000	0.7653569348567206	0.14897909530498182	0.5541860201234522	0.6455485468678956	0.36504587583759174	0.6655739310666295	1.627830039906142	0.5459745890019331	1.3581813588988854	3.346503861328068	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
38400000	0.4166067974237603	0.10017819076578707	1.2325708739033463	1.2000508206260996	0.7741660933958606	1.143081435067227	1.8362263069283764	0.6974946623939118	1.0784520614578526	2.648022691984882	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
38500000	0.8029148856265305	1.8167482499932606	0.12873433357266528	1.3382787407276469	0.8989248670512908	1.2763012416157677	1.1945820086308234	1.390113690566884	0.9479991400586002	1.974346878268472	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
38600000	0.17415512854149348	0.5696750060091123	0.23590001991256904	1.033961407326333	0.3145757796077729	0.2578343102367441	0.881698715058457	1.0972375467822528	0.5065115899735226	1.6875997853428248	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
38700000	0.43281874907118145	0.26826911468397385	0.43773908146729734	0.8395710428229906	0.4969819864541726	0.5414235477154264	0.5453141583845453	0.6707916352787591	1.0448653397521817	1.2704903659268287	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
38800000	0.1979736560138642	0.6201002250100911	0.031880422072112766	0.7415056858119607	1.0823449488212242	0.5492405406519406	1.1579930952764557	0.12612330494567928	0.48952679663355786	1.077454831887262	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
38900000	0.6851389464495456	0.06980247909495699	0.45688595637218493	1.2620656953721179	0.5834783201927463	0.34426128671644135	1.8358227190598897	1.9683084680212262	1.6029685519286307	1.5618150685556333	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
39000000	0.6147957001206267	0.14061037848481284	1.236146651655767	1.3567778922028984	0.7003290417841843	0.5312496418120012	1.5200037191598903	0.07718125296725817	0.8272609904010398	2.262435340103919	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
39100000	0.4366893993085266	3.6194344348420717	0.5262460645725383	0.37188281589228545	0.8491595445448872	0.23107981822156226	1.4859964553322884	0.28878315595567094	0.5768281172547083	1.5059708059976078	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
39200000	0.3639259406496475	0.8193429371431498	1.0129892140759653	2.44408278380217	0.49962792015752305	2.009674292125237	3.028433597836249	0.1894277508307435	1.253692830950524	3.237710873247566	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
39300000	0.9894657549346589	0.010433289514032298	0.2507940401066268	4.116049516780367	1.5359780456115417	0.5674562665222137	2.0330572869751204	0.6852642355649173	1.0627059433942372	3.6391818676138454	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
39400000	0.7625212165244422	0.01447807048205144	0.8671758350580445	1.8018721924413164	0.5002963500981028	0.18966793015304545	1.8284245984708052	0.6171717179021652	1.0928124234166792	1.9270490179492326	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0
39500000	0.4314724520839353	0.3211026748966945	0.9297220789426016	0.901679712694763	0.47557109301929956	0.7814279530287088	2.0342981689031068	0.040210693713908355	0.9603397860491412	1.5579790276353025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0
39600000	0.5153974225953597	0.39128982822095315	1.3829597603204458	1.084843164788112	0.7384631394929173	0.6946348987931881	1.9436432246290838	0.5130676287071709	0.5034232552798558	1.053890291162101	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
39700000	2.0369878153279735	0.1218282588617272	0.828733365151953	2.054963942085808	1.0251661903179576	1.0652721207207685	1.1396876397951161	0.5671413529069839	1.6327553796264413	3.825792899640503	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
39800000	0.20471629104521194	0.6668387948988227	0.7420355065134489	0.738326741559078	0.4167523162226181	0.5637391031547377	1.0601683004724232	1.632448363722654	0.23882043499561098	0.9264834111409992	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
39900000	1.0743847349718831	2.0540189719439503	0.11763764472767811	1.8949001150523743	1.3977662921705976	0.6542287211423401	2.9760850488781774	0.09642974803957857	0.6273510495795717	2.413129861959757	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
40000000	0.4634614479039657	0.23189674856161024	0.6879595183524293	0.5703951020786328	0.19049039266279877	0.1883100406150553	0.9042816149129635	0.1035391040939689	0.42408016872400167	0.8581536234080391	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
40100000	0.6698339274958051	0.5648109507605852	0.5405875768810887	0.5490831869479714	0.8827821499509572	0.6041321789339844	0.9193155439593296	0.7192523390685216	0.8192378842238293	1.0059401635473781	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
40200000	0.8368908649271608	0.1940077796183306	0.08788578241872005	1.0453775590003362	0.6698433830343439	0.5532991871222503	1.7274083592176768	0.49335733949865246	0.5576901229545144	1.5685450460203274	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
40300000	0.4791500290743649	0.2571766227590454	0.220672728440976	0.7961704347789291	0.4871675332344808	0.0599110838750101	0.8359650617061499	0.1289949428475228	0.8657337180412448	1.1044616955319715	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
40400000	1.5815249264335627	0.6298720101801785	0.5358069180408321	2.0106070221867616	1.5794362003027216	0.7696425654803435	2.5245818153600212	0.2150855148813703	1.998647466514797	4.995572035577687	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
40500000	0.5970143748120812	0.7654407593348795	1.0227345032153468	1.13792454833262	1.0232630887789793	0.9840408514573433	2.0493728618759914	2.14051746695221	0.5015951727198202	2.297020083899311	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
40600000	0.217202240525328	0.48558978545397846	0.708991262908567	1.1920986781780285	0.3096128651451776	0.29697217798046466	1.8118109254534354	0.8199273849000291	1.498040587934635	1.832698772177389	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0
40700000	1.2132507590595334	2.048618169993575	0.8595073374855291	0.7591538893164103	0.48044000376399343	1.0405016511699152	2.2156122535095446	0.5827781516389445	1.6245097342921389	1.784303645304849	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
40800000	0.35322428821142676	0.3653154030241624	0.13495109911689201	0.8872398101492655	0.5126403246489164	0.4357725531853649	1.1524701515008824	0.6333000009313511	0.5019309529047228	1.6697719913187308	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
40900000	0.7042508124099912	0.07710219284514964	0.039067668085298726	0.6850853419358115	0.7247834892134333	0.3287948993789701	1.1044359930882979	1.277746770345586	0.48250150248494605	1.1801206423752015	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
41000000	0.31478371192114424	0.4997771226180926	0.3491619776267916	0.8374895497509894	0.3109742162290318	1.0178475173490074	1.425424901249951	2.036005855158075	0.5055893939788795	1.1446896343857873	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
41100000	0.7202876677100236	0.4779368527256002	0.03145776674445503	0.8740700107123484	0.5520955045700696	1.2099920469843612	1.904952917813477	0.6101474260266573	0.5052124345738238	1.9923303433957489	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
41200000	1.4970670264469874	0.171185174824868	0.784855930426033	1.6719032401851703	1.1021681193405017	1.007893224204158	1.482671713909284	0.2787212686451341	1.1299383134821785	1.8759827587778706	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
41300000	0.2566624488032107	0.0068220340093073815	0.32430223229086264	0.6230494832707318	0.1719458990287011	0.10084660262960181	0.9343870943065171	0.6565016504960116	0.7788445116804558	1.0986373228958595	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
41400000	0.9157046303630998	0.06261976462459524	0.1848046619833214	1.299449244639598	0.5132163788982078	0.4279294711568215	1.0854805884121217	0.4693111129410107	1.0089497564506948	1.1603868936951192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0
41500000	0.5746664462494346	0.14269811890501974	1.0950213578974275	2.0023695688800016	1.6933976510918394	0.2815873321717428	1.8805463835988332	0.6178484142120589	1.060915241198404	2.8208498751827498	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
41600000	0.41579046875102627	0.2889361172398553	0.05568856585890945	0.47171242542507946	0.25181880022972947	1.6606325593017175	0.7012532335394028	0.15129808554883292	0.36889908112761427	1.0531166045801854	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
41700000	0.8003744365329085	0.9177670567010914	0.8799279901679568	2.2106001256029932	0.9199684166641263	0.7827118067561032	1.5794368027101282	0.24422016352226447	1.8056351388231722	3.6324187377104424	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
41800000	0.6590250020054936	0.2169471562048002	2.2290802597939687	0.5048516525718669	0.36841668711591147	0.9461511477600223	1.025107500356852	1.7229708198055798	0.7625494455282111	1.7523081114177415	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
41900000	0.24874432261599239	0.7731717140092722	0.03291449347343072	0.4144168461346618	0.2235237210318681	2.376282211429122	0.9872284703957744	1.2295458590033175	0.5010343086041865	0.9685623684588957	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
42000000	0.8317229987507544	0.12578221249433813	0.3620209061400915	1.6461467952993067	0.5019514777568568	0.4391604753168602	1.5952733594789617	1.0663346381256762	0.9236549784001135	2.5527770273849812	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
42100000	1.023815414407708	0.06899445833763566	0.4861457940665111	1.6868572815633944	0.5598851380970357	1.019843411127165	1.8328286135789675	0.6581874644199626	1.39638665659015	2.762066169140854	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	9.0
42200000	0.6005628752304613	0.5588065684370334	2.649383578196682	1.1116977196000406	1.131177607247597	0.41788265134774133	1.7541246847823422	2.0436280281073413	1.112821091258515	1.972746581888874	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
42300000	0.2237593022276528	0.16358542111403704	0.06090302957123594	1.6112336574009074	0.767749248411525	0.4636613196346884	1.7940076152753102	0.1042152874660959	1.236704114802204	1.8927813919355367	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
42400000	0.45863797893240255	0.22212589129112942	0.5949847294909442	0.8802131153526563	0.8607472360209568	0.5335606724102501	1.4661015116052682	0.08687637201670417	0.8299161765275292	1.8414349377249708	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
42500000	0.5200188649005408	0.524839888999386	0.8311714228754745	1.1628967479199168	0.8832384344429127	0.7343499050237737	1.3491399084278306	1.2944241232577622	1.566612124419257	3.257793140111977	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
42600000	0.4423493629642797	0.1820664047345363	0.4824579864233726	0.8860296005028578	0.7828775727425308	0.12708396843209538	1.5701388664048315	0.15181163471404238	1.1876418212293571	2.162517594557451	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	9.0
42700000	0.37785610541071996	0.9241028176359786	1.4259151329412052	1.3016256304162033	1.1010029886141106	0.2682587120546757	2.6290391944739637	0.598783672072761	0.6558427682339876	1.2025913972728617	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
42800000	1.5219021524968512	0.8496434314791204	0.7873618859960837	1.3547980923661627	0.8286709487272087	0.8552788914842374	2.060804055000018	1.1513349524637904	1.0078967220495951	1.4812628571405113	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	8.0
42900000	0.18949013974047868	0.0667767495534569	0.7329370798700621	0.594327029427013	0.4112174442346469	0.18817936410483538	0.8096202537989183	0.26713087145106	0.5917326431234117	0.8315790137056099	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	9.0
