id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
413,Internal,0.002241571009410012,2023-06-15 19:55:02,2023-06-16 15:33:12,VNM,16.5,107.5,VNM,16.5,107.5
414,External,0.10358979129676739,2023-06-16 15:33:12,2023-07-24 11:00:00,VNM,16.5,107.5,THA,15.0,100.0
415,External,0.037836366639280486,2023-06-16 15:33:12,2023-06-30 11:00:00,VNM,16.5,107.5,LAO,18.0,105.0
416,Internal,0.02106846067730868,2023-06-15 19:55:02,2023-06-23 12:28:37,VNM,16.5,107.5,VNM,16.5,107.5
417,External,0.07380399751921178,2023-06-23 12:28:37,2023-07-20 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
418,External,0.068324545464497,2023-06-23 12:28:37,2023-07-18 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
419,External,0.10659167055798749,2023-06-05 13:15:25,2023-07-14 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
420,Internal,0.01606185644714675,2023-05-05 05:03:25,2023-05-11 01:45:32,VNM,16.5,107.5,VNM,16.5,107.5
421,Internal,0.08613602237327216,2023-05-11 01:45:32,2023-06-11 12:18:37,VNM,16.5,107.5,LAO,18.0,105.0
422,Internal,0.05469363794612127,2023-06-11 12:18:37,2023-07-01 11:25:36,LAO,18.0,105.0,LAO,18.0,105.0
423,External,0.05474580374042179,2023-07-01 11:25:36,2023-07-21 10:59:59,LAO,18.0,105.0,LAO,18.0,105.0
424,Internal,0.0021363593910577183,2023-07-01 11:25:36,2023-07-02 06:08:28,LAO,18.0,105.0,LAO,18.0,105.0
425,External,0.06082862243166362,2023-07-02 06:08:28,2023-07-24 11:00:00,LAO,18.0,105.0,THA,15.0,100.0
426,Internal,0.0038812715897244623,2023-07-02 06:08:28,2023-07-03 16:08:28,LAO,18.0,105.0,LAO,18.0,105.0
427,External,0.05968707686929655,2023-07-03 16:08:28,2023-07-25 11:00:00,LAO,18.0,105.0,LAO,18.0,105.0
428,External,0.05968707686929655,2023-07-03 16:08:28,2023-07-25 11:00:00,LAO,18.0,105.0,LAO,18.0,105.0
429,External,0.04094629100169876,2023-06-11 12:18:37,2023-06-26 11:00:00,LAO,18.0,105.0,LAO,18.0,105.0
430,Internal,0.03131842335201049,2023-05-11 01:45:32,2023-05-22 12:06:29,VNM,16.5,107.5,VNM,16.5,107.5
431,Internal,0.007769950347659649,2023-05-22 12:06:29,2023-05-25 08:10:23,VNM,16.5,107.5,VNM,16.5,107.5
432,Internal,0.004883890251310502,2023-05-25 08:10:23,2023-05-27 02:57:21,VNM,16.5,107.5,VNM,16.5,107.5
433,Internal,0.017735686869242734,2023-05-27 02:57:21,2023-06-02 14:19:14,VNM,16.5,107.5,VNM,16.5,107.5
434,Internal,0.03816457972160053,2023-06-02 14:19:14,2023-06-16 12:38:32,VNM,16.5,107.5,VNM,16.5,107.5
435,Internal,0.03348822795485287,2023-06-16 12:38:32,2023-06-28 17:59:57,VNM,16.5,107.5,VNM,16.5,107.5
436,Internal,0.02265969563310235,2023-06-28 17:59:57,2023-07-07 00:29:53,VNM,16.5,107.5,VNM,16.5,107.5
437,External,0.05051391403969303,2023-07-07 00:29:53,2023-07-25 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
438,External,0.04503446198497824,2023-07-07 00:29:53,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
439,External,0.032077719261752374,2023-06-28 17:59:57,2023-07-10 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
440,External,0.0737851252989048,2023-06-16 12:38:32,2023-07-13 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
441,External,0.04893600639037582,2023-06-02 14:19:14,2023-06-20 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
442,Internal,0.0783421170493706,2023-05-27 02:57:21,2023-06-24 17:13:58,VNM,16.5,107.5,VNM,16.5,107.5
443,External,0.08148026114176353,2023-06-24 17:13:58,2023-07-24 11:00:00,VNM,16.5,107.5,CHN,35.0,105.0
444,External,0.08421998716912092,2023-06-24 17:13:58,2023-07-25 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
445,External,0.16196654241508723,2023-05-25 08:10:23,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
446,Internal,0.011738463862755066,2023-05-22 12:06:29,2023-05-26 18:56:14,VNM,16.5,107.5,VNM,16.5,107.5
447,Internal,0.0034614961983271963,2023-05-26 18:56:14,2023-05-28 01:15:35,VNM,16.5,107.5,VNM,16.5,107.5
448,Internal,0.08421473660993892,2023-05-28 01:15:35,2023-06-27 18:58:51,VNM,16.5,107.5,VNM,16.5,107.5
449,External,0.0703217960917257,2023-06-27 18:58:51,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
450,External,0.0703217960917257,2023-06-27 18:58:51,2023-07-23 11:00:00,VNM,16.5,107.5,KHM,13.0,105.0
451,Internal,0.00731054987492738,2023-05-28 01:15:35,2023-05-30 17:18:01,VNM,16.5,107.5,VNM,16.5,107.5
452,Internal,0.00767395512253552,2023-05-30 17:18:01,2023-06-02 12:31:27,VNM,16.5,107.5,VNM,16.5,107.5
453,External,0.1039355893478735,2023-06-02 12:31:27,2023-07-10 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
454,Internal,0.006523503037811518,2023-06-02 12:31:27,2023-06-04 21:40:12,VNM,16.5,107.5,VNM,16.5,107.5
455,External,0.1357682506937476,2023-06-04 21:40:12,2023-07-24 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
456,External,0.12206962055673326,2023-06-04 21:40:12,2023-07-19 11:00:00,VNM,16.5,107.5,THA,15.0,100.0
457,External,0.05955474994993645,2023-05-30 17:18:01,2023-06-21 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
458,Internal,0.013690024343671003,2023-05-26 18:56:14,2023-05-31 18:51:42,VNM,16.5,107.5,VNM,16.5,107.5
459,Internal,0.0030961259958304232,2023-05-31 18:51:42,2023-06-01 21:59:02,VNM,16.5,107.5,VNM,16.5,107.5
460,Internal,0.0013748149197379267,2023-06-01 21:59:02,2023-06-02 10:01:38,VNM,16.5,107.5,VNM,16.5,107.5
461,Internal,0.05617834300111228,2023-06-02 10:01:38,2023-06-22 22:08:58,VNM,16.5,107.5,VNM,16.5,107.5
462,Internal,0.019796489559769107,2023-06-22 22:08:58,2023-06-30 03:34:00,VNM,16.5,107.5,VNM,16.5,107.5
463,External,0.058382779024928916,2023-06-30 03:34:00,2023-07-21 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
464,External,0.06934168313458586,2023-06-30 03:34:00,2023-07-25 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
465,External,0.08365872063964018,2023-06-22 22:08:58,2023-07-23 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
466,Internal,0.06499103510097856,2023-06-02 10:01:38,2023-06-26 03:20:55,VNM,16.5,107.5,VNM,16.5,107.5
467,External,0.06388712443011696,2023-06-26 03:20:55,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
468,External,0.08032548059448869,2023-06-26 03:20:55,2023-07-25 11:00:00,VNM,16.5,107.5,KHM,13.0,105.0
469,Internal,0.057082065894483267,2023-06-01 21:59:02,2023-06-22 18:01:22,VNM,16.5,107.5,VNM,16.5,107.5
470,Internal,0.021215437394326256,2023-06-22 18:01:22,2023-06-30 11:52:12,VNM,16.5,107.5,VNM,16.5,107.5
471,External,0.06839382732639565,2023-06-30 11:52:12,2023-07-25 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
472,External,0.04099656705236698,2023-06-30 11:52:12,2023-07-15 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
473,External,0.07317090855635018,2023-06-22 18:01:22,2023-07-19 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
474,Internal,0.03096490085980569,2023-05-31 18:51:42,2023-06-12 02:06:51,VNM,16.5,107.5,VNM,16.5,107.5
475,External,0.07498693931282951,2023-06-12 02:06:51,2023-07-09 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
476,External,0.11608282972387252,2023-06-12 02:06:51,2023-07-24 11:00:00,VNM,16.5,107.5,VNM,16.5,107.5
477,Internal,0.017082563054253347,2023-04-27 04:09:18,2023-05-03 09:47:54,VNM,16.5,107.5,VNM,16.5,107.5
478,Internal,0.07794076533407618,2023-05-03 09:47:54,2023-05-31 20:33:34,VNM,16.5,107.5,KHM,13.0,105.0
479,Internal,0.04131994398006299,2023-05-31 20:33:34,2023-06-15 22:31:20,KHM,13.0,105.0,KHM,13.0,105.0
480,Internal,0.030019118689310634,2023-06-15 22:31:20,2023-06-26 21:29:23,KHM,13.0,105.0,KHM,13.0,105.0
481,Internal,0.01206175777811408,2023-06-26 21:29:23,2023-07-01 07:09:02,KHM,13.0,105.0,KHM,13.0,105.0
482,Internal,0.010081888783267469,2023-07-01 07:09:02,2023-07-04 23:28:05,KHM,13.0,105.0,KHM,13.0,105.0
483,External,0.05337121524144802,2023-07-04 23:28:05,2023-07-24 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
484,External,0.04515203715914847,2023-07-04 23:28:05,2023-07-21 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
485,External,0.02509693964102988,2023-07-01 07:09:02,2023-07-10 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
486,External,0.04263814947408612,2023-06-26 21:29:23,2023-07-12 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
487,Internal,0.018725606447092397,2023-06-15 22:31:20,2023-06-22 18:33:31,KHM,13.0,105.0,KHM,13.0,105.0
488,Internal,0.004071591666244975,2023-06-22 18:33:31,2023-06-24 06:13:32,KHM,13.0,105.0,KHM,13.0,105.0
489,Internal,0.006951121302138222,2023-06-24 06:13:32,2023-06-26 19:07:03,KHM,13.0,105.0,KHM,13.0,105.0
490,External,0.05660757888493549,2023-06-26 19:07:03,2023-07-17 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
491,Internal,0.0026450545966248684,2023-06-26 19:07:03,2023-06-27 18:17:17,KHM,13.0,105.0,KHM,13.0,105.0
492,Internal,0.006672039493804238,2023-06-27 18:17:17,2023-06-30 04:44:07,KHM,13.0,105.0,KHM,13.0,105.0
493,External,0.0664685669862355,2023-06-30 04:44:07,2023-07-24 11:00:00,KHM,13.0,105.0,THA,15.0,100.0
494,External,0.05003021082186378,2023-06-30 04:44:07,2023-07-18 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
495,External,0.07588033250739713,2023-06-27 18:17:17,2023-07-25 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
496,Internal,0.002533884539471884,2023-06-24 06:13:32,2023-06-25 04:25:21,KHM,13.0,105.0,KHM,13.0,105.0
497,External,0.05554536359265967,2023-06-25 04:25:21,2023-07-15 10:59:59,KHM,13.0,105.0,KHM,13.0,105.0
498,External,0.06650426770231661,2023-06-25 04:25:21,2023-07-19 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
499,Internal,0.012909535899663635,2023-06-22 18:33:31,2023-06-27 11:38:46,KHM,13.0,105.0,KHM,13.0,105.0
500,External,0.024583769652268994,2023-06-27 11:38:46,2023-07-06 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
501,Internal,0.03761591084616239,2023-06-27 11:38:46,2023-07-11 05:09:41,KHM,13.0,105.0,KHM,13.0,105.0
502,External,0.022584297162207445,2023-07-11 05:09:41,2023-07-19 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
503,External,0.022584297162207445,2023-07-11 05:09:41,2023-07-19 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
504,External,0.05096351351333023,2023-05-31 20:33:34,2023-06-19 11:00:00,KHM,13.0,105.0,KHM,13.0,105.0
505,External,0.09328784049107819,2023-05-03 09:47:54,2023-06-06 10:59:59,VNM,16.5,107.5,VNM,16.5,107.5
